Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-11-15,1684,16
BHARATIYA JANATA PARTY,OC,10000000,2023-04-10,2691,20
BHARATIYA JANATA PARTY,OC,10000000,2023-04-10,2691,20
BHARATIYA JANATA PARTY,OC,10000000,2023-04-10,2691,20
BHARATIYA JANATA PARTY,OC,10000000,2023-04-10,2691,20
BHARAT RASHTRA SAMITHI,OC,10000000,2023-04-10,3037,20
BHARAT RASHTRA SAMITHI,OC,10000000,2023-04-10,3037,20
BHARAT RASHTRA SAMITHI,OC,10000000,2023-04-10,3037,20
