Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-11-09,3115,23
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-11-09,3115,23
