Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
BHARAT RASHTRA SAMITHI,TL,1000000,2023-07-06,3288,21
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-07,2863,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-07,2863,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-07,2863,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-10,2719,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,2748,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2023-10-11,2836,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-12,2719,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-12,3019,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-12,3019,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3140,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2023-10-12,3355,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-13,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-13,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-13,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-13,2719,22
BHARAT RASHTRA SAMITHI,OC,10000000,2023-10-13,2719,22
SHIVSENA,TT,10000,2023-10-11,3140,22
SHIVSENA,TT,10000,2023-10-11,3140,22
SHIVSENA,TT,10000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
SHIVSENA,OT,1000,2023-10-11,3140,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,2748,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,2748,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,2748,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,2748,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,2748,22
SHIVSENA,TL,1000000,2023-10-11,3140,22
SHIVSENA,OL,100000,2023-10-11,3140,22
SHIVSENA,OL,100000,2023-10-11,3140,22
SHIVSENA,OL,100000,2023-10-11,3140,22
SHIVSENA,OL,100000,2023-10-11,3140,22
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,10000000,2023-11-15,3038,23
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,10000000,2023-11-15,3038,23
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2024-01-10,2836,25
