Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2019-04-16,3557,0
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2019-04-16,3557,0
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2019-04-16,3557,0
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2019-04-16,3557,0
BHARATIYA JANATA PARTY,OC,10000000,2019-05-07,3448,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-07,3448,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-07,3448,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-08,3962,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-10,3762,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-10,3762,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-10,3762,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-10,3762,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-10,3762,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-08,3577,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-08,3577,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-08,3577,2
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-04,3577,3
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-04-09,3938,9
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-04-09,3938,9
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,3611,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-10-08,3611,11
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,10000000,2023-04-11,3456,20
JANATA DAL ( SECULAR ),OC,10000000,2023-04-12,3687,20
JANATA DAL ( SECULAR ),OC,10000000,2023-04-12,3687,20
JANATA DAL ( SECULAR ),OC,10000000,2023-04-12,3687,20
JANATA DAL ( SECULAR ),OC,10000000,2023-04-12,3687,20
JANATA DAL ( SECULAR ),OC,10000000,2023-04-12,3687,20
