Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2023-10-13,3036,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2023-10-13,3036,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2023-10-13,3036,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2023-10-13,3036,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2023-10-13,3036,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2023-10-13,3036,22
