Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
BHARATIYA JANATA PARTY,OL,100000,2023-04-11,3541,20
BHARATIYA JANATA PARTY,OL,100000,2023-04-11,3541,20
