Name of the Political Party,Prefix,Denominations,Journal Date,local_node_id,Round
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARAT RASHTRA SAMITHI,OC,10000000,2023-07-05,3110,21
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
BHARATIYA JANATA PARTY,OC,10000000,2023-10-11,3110,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,3110,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,3110,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,3110,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,3110,22
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2023-10-11,3110,22
