Name of the Political Party,Prefix,Denominations,Journal Date,对应的local_node_id,Round
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,1000000,2019-05-07,11,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-06,153,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-07,267,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-07,267,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-06,193,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-06,193,1
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TT,10000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TT,10000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TT,10000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,TT,10000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
ALL INDIA TRINAMOOL CONGRESS,OT,1000,2019-05-08,3,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-08,182,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-08,182,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-08,182,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-08,182,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-08,182,1
BHARAT RASHTRA SAMITHI,OC,10000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TL,1000000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TT,10000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,TT,10000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
BHARAT RASHTRA SAMITHI,OT,1000,2019-05-08,3,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2019-05-10,37,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2019-05-10,37,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2019-05-06,207,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2019-05-06,207,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2019-05-06,207,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2019-05-06,207,1
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2019-05-06,207,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-10,37,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-10,37,1
BHARATIYA JANATA PARTY,OC,10000000,2019-05-10,37,1
BHARATIYA JANATA PARTY,TL,1000000,2019-05-08,43,1
SHIVSENA,OC,10000000,2019-07-09,77,2
SHIVSENA,OC,10000000,2019-07-09,77,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-05,140,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-05,140,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-09,140,2
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2019-07-10,41,2
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,TL,1000000,2019-10-07,144,3
BHARATIYA JANATA PARTY,OL,100000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,305,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,56,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,56,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,56,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,56,3
BHARATIYA JANATA PARTY,TT,10000,2019-10-09,56,3
BHARATIYA JANATA PARTY,OC,10000000,2019-10-09,77,3
BIJU JANATA DAL,OC,10000000,2020-01-16,136,4
BIJU JANATA DAL,OC,10000000,2020-01-16,136,4
BIJU JANATA DAL,OC,10000000,2020-01-16,136,4
BIJU JANATA DAL,OC,10000000,2020-01-16,136,4
BIJU JANATA DAL,OC,10000000,2020-01-21,136,4
BIJU JANATA DAL,OC,10000000,2020-01-21,136,4
BIJU JANATA DAL,OC,10000000,2020-01-21,136,4
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2020-01-18,200,4
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2020-01-18,200,4
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2020-01-18,200,4
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
BIJU JANATA DAL,OC,10000000,2020-10-22,136,6
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-07,69,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-08,200,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-08,200,9
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-04-08,200,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,141,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,141,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,141,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,141,9
BHARATIYA JANATA PARTY,OC,10000000,2021-04-07,141,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-03,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-05,50,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-06,109,9
BHARATIYA JANATA PARTY,TL,1000000,2021-04-06,109,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
BIJU JANATA DAL,OC,10000000,2021-04-05,343,9
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-04-09,262,9
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,40,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,40,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,40,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,40,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,40,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,20,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,20,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,20,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,20,10
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-07-02,20,10
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-07-08,326,10
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-07-08,326,10
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-07-08,142,10
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-07-08,142,10
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2021-07-07,227,10
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
BIJU JANATA DAL,OC,10000000,2021-10-05,136,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-06,228,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-06,228,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-04,248,11
BHARAT RASHTRA SAMITHI,OC,10000000,2021-10-07,210,11
BHARAT RASHTRA SAMITHI,OC,10000000,2021-10-07,210,11
BHARAT RASHTRA SAMITHI,OC,10000000,2021-10-07,320,11
BHARAT RASHTRA SAMITHI,OC,10000000,2021-10-07,320,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
