Name of the Political Party,Prefix,Denominations,Journal Date,对应的local_node_id,Round
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-05,93,11
BHARATIYA JANATA PARTY,OC,10000000,2021-10-07,132,11
BHARATIYA JANATA PARTY,OC,10000000,2021-10-07,132,11
BHARATIYA JANATA PARTY,OC,10000000,2021-10-07,132,11
BHARATIYA JANATA PARTY,OC,10000000,2021-10-07,132,11
BHARATIYA JANATA PARTY,OC,10000000,2021-10-07,132,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2021-10-07,232,11
BIJU JANATA DAL,OC,10000000,2021-10-08,102,11
BIJU JANATA DAL,OC,10000000,2021-10-08,102,11
BIJU JANATA DAL,OC,10000000,2021-10-08,102,11
BIJU JANATA DAL,OC,10000000,2021-10-08,102,11
BIJU JANATA DAL,OC,10000000,2021-10-08,102,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TT,10000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OT,1000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OT,1000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OT,1000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OT,1000,2021-10-08,202,11
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OT,1000,2021-10-08,202,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,229,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,47,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,213,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,86,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,86,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-07,86,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-08,326,11
ALL INDIA TRINAMOOL CONGRESS,OL,100000,2021-10-08,326,11
BIJU JANATA DAL,OC,10000000,2022-01-07,102,12
BIJU JANATA DAL,OC,10000000,2022-01-07,102,12
BIJU JANATA DAL,OC,10000000,2022-01-07,102,12
BIJU JANATA DAL,OC,10000000,2022-01-07,102,12
BIJU JANATA DAL,OC,10000000,2022-01-07,102,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-06,190,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
BIJU JANATA DAL,OC,10000000,2022-01-07,30,12
BIJU JANATA DAL,OC,10000000,2022-01-07,30,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10000000,2022-01-06,4044,12
AAM AADMI PARTY,TL,1000000,2022-01-07,71,12
AAM AADMI PARTY,TL,1000000,2022-01-07,71,12
AAM AADMI PARTY,OL,100000,2022-01-07,71,12
AAM AADMI PARTY,OL,100000,2022-01-07,71,12
AAM AADMI PARTY,OL,100000,2022-01-07,71,12
AAM AADMI PARTY,OL,100000,2022-01-07,71,12
AAM AADMI PARTY,OL,100000,2022-01-07,71,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,210,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,347,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,347,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,320,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,320,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,197,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,2022-01-10,68,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,111,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OL,100000,2022-01-07,111,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
ALL INDIA TRINAMOOL CONGRESS,OC,10000000,2022-01-06,4044,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,74,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,74,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,74,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,74,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,74,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,341,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,341,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,341,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,341,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,65,12
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-01-10,190,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BIJU JANATA DAL,OC,10000000,2022-01-06,136,12
BHARATIYA JANATA PARTY,OC,10000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
BHARATIYA JANATA PARTY,TL,1000000,2022-01-10,190,12
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2022-01-10,190,12
ALL INDIA TRINAMOOL CONGRESS,TL,1000000,2022-01-10,190,12
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,187,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-08,64,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,137,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,137,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,137,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,137,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-06,137,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-07,196,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-08,290,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-04-08,290,13
BHARAT RASHTRA SAMITHI,TL,1000000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TL,1000000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OL,100000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,217,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,TT,10000,2022-04-08,91,13
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
BHARAT RASHTRA SAMITHI,OC,10000000,2022-07-01,9,14
TELUGU DESAM PARTY,OC,10000000,2022-07-06,322,14
TELUGU DESAM PARTY,OC,10000000,2022-07-06,322,14
TELUGU DESAM PARTY,OC,10000000,2022-07-06,322,14
TELUGU DESAM PARTY,OC,10000000,2022-07-06,322,14
TELUGU DESAM PARTY,OC,10000000,2022-07-06,322,14
BHARATIYA JANATA PARTY,OC,10000000,2022-07-01,9,14
BHARATIYA JANATA PARTY,OC,10000000,2022-07-01,9,14
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-06,194,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-06,194,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,173,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,173,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,117,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,117,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,24,15
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,2022-10-07,24,15
BHARAT RASHTRA SAMITHI,OC,10000000,2022-10-10,321,15
BIJU JANATA DAL,OC,10000000,2022-10-07,102,15
BIJU JANATA DAL,OC,10000000,2022-10-07,102,15
BIJU JANATA DAL,OC,10000000,2022-10-07,102,15
BIJU JANATA DAL,OC,10000000,2022-10-07,102,15
BIJU JANATA DAL,OC,10000000,2022-10-07,102,15
BIJU JANATA DAL,OC,10000000,2022-10-07,38,15
BIJU JANATA DAL,OC,10000000,2022-10-07,38,15
BIJU JANATA DAL,OC,10000000,2022-10-07,38,15
