Name of the Political Party,Prefix,Denominations,Journal Date,¶ÔÓ¦µÄlocal_node_id
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,267
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,267
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,3661
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,4155
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,1259
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,1259
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,1241
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,07/May/2019,2797
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2253
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,08/May/2019,2575
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,560
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,560
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,560
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,560
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,560
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,1357
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3631
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,3378
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,2435
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,OC,10000000,09/May/2019,734
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,193
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,193
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,193
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,193
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,193
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1309
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,1874
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2102
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2550
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2550
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2550
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2550
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,2550
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,784
BHARATIYA JANATA PARTY,TL,1000000,06/May/2019,784
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2630
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2253
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2253
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2253
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2253
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2253
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1959
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1385
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,513
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,513
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1259
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1259
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1259
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1241
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1241
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1241
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1241
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,1241
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2797
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2797
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2797
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2797
BHARATIYA JANATA PARTY,TL,1000000,07/May/2019,2797
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,TL,1000000,08/May/2019,3492
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,1309
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,1309
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,1309
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,1309
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,1309
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,2102
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,2102
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,2102
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,2102
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,2102
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,784
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,784
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,784
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,784
BHARATIYA JANATA PARTY,OL,100000,06/May/2019,784
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,2253
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,2253
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,2253
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,2253
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,2253
SHIROMANI AKALI DAL,TL,1000000,07/May/2019,2253
SHIROMANI AKALI DAL,TL,1000000,07/May/2019,2253
SHIROMANI AKALI DAL,TL,1000000,07/May/2019,2253
SHIROMANI AKALI DAL,TL,1000000,07/May/2019,2253
SHIROMANI AKALI DAL,TL,1000000,07/May/2019,2253
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,08/May/2019,483
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,09/May/2019,2586
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,09/May/2019,2586
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,09/May/2019,2586
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,09/May/2019,2586
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,09/May/2019,2586
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,10/May/2019,3735
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,10/May/2019,3735
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,10/May/2019,3735
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,10/May/2019,3735
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,10000000,10/May/2019,3735
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,06/May/2019,2295
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,06/May/2019,2295
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,06/May/2019,2295
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,1000000,06/May/2019,2295
